Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month
403,2023-05-20,CUST403,Male,32,Clothing,2,300,600,5
404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000,5
411,2023-05-16,CUST411,Male,62,Electronics,4,50,200,5
414,2023-05-09,CUST414,Male,48,Beauty,4,25,100,5
415,2023-01-27,CUST415,Male,53,Clothing,2,30,60,1
416,2023-02-17,CUST416,Male,53,Electronics,4,500,2000,2
417,2023-11-21,CUST417,Male,43,Electronics,3,300,900,11
424,2023-11-23,CUST424,Male,57,Beauty,4,300,1200,11
426,2023-03-24,CUST426,Male,23,Electronics,3,50,150,3
427,2023-08-15,CUST427,Male,25,Electronics,1,25,25,8
429,2023-12-28,CUST429,Male,64,Electronics,2,25,50,12
431,2023-10-15,CUST431,Male,63,Electronics,4,300,1200,10
433,2023-02-27,CUST433,Male,29,Beauty,4,50,200,2
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75,7
440,2023-10-26,CUST440,Male,64,Clothing,2,300,600,10
441,2023-10-10,CUST441,Male,57,Beauty,4,300,1200,10
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600,8
446,2023-06-07,CUST446,Male,21,Electronics,1,50,50,6
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000,7
449,2023-07-03,CUST449,Male,25,Electronics,4,50,200,7
455,2023-07-01,CUST455,Male,31,Electronics,4,25,100,7
456,2023-10-14,CUST456,Male,57,Electronics,2,30,60,10
459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200,3
460,2023-05-02,CUST460,Male,40,Beauty,1,50,50,5
462,2023-04-01,CUST462,Male,63,Electronics,4,300,1200,4
464,2023-01-13,CUST464,Male,38,Electronics,2,300,600,1
466,2023-06-20,CUST466,Male,63,Electronics,4,25,100,6
468,2023-12-09,CUST468,Male,40,Electronics,1,25,25,12
469,2023-05-08,CUST469,Male,18,Beauty,3,25,75,5
471,2023-03-23,CUST471,Male,32,Clothing,3,50,150,3
473,2023-02-25,CUST473,Male,64,Beauty,1,50,50,2
475,2023-01-20,CUST475,Male,26,Clothing,3,25,75,1
477,2023-04-24,CUST477,Male,43,Clothing,4,30,120,4
479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200,8
483,2023-04-25,CUST483,Male,55,Clothing,1,30,30,4
485,2023-12-04,CUST485,Male,24,Electronics,1,30,30,12
487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000,7
489,2023-05-23,CUST489,Male,44,Electronics,1,30,30,5
490,2023-02-05,CUST490,Male,34,Clothing,3,50,150,2
492,2023-06-29,CUST492,Male,61,Beauty,4,25,100,6
493,2023-11-25,CUST493,Male,41,Beauty,2,25,50,11
495,2023-07-24,CUST495,Male,24,Beauty,2,30,60,7
496,2023-12-14,CUST496,Male,23,Clothing,2,300,600,12
497,2023-10-02,CUST497,Male,41,Clothing,4,30,120,10
499,2023-01-15,CUST499,Male,46,Beauty,2,30,60,1
501,2023-05-14,CUST501,Male,39,Electronics,2,30,60,5
502,2023-04-02,CUST502,Male,43,Electronics,3,50,150,4
503,2023-10-25,CUST503,Male,45,Beauty,4,500,2000,10
505,2023-01-20,CUST505,Male,24,Beauty,1,50,50,1
506,2023-02-25,CUST506,Male,34,Beauty,3,500,1500,2
508,2023-08-11,CUST508,Male,58,Beauty,2,300,600,8
511,2023-08-12,CUST511,Male,45,Beauty,2,50,100,8
513,2023-09-19,CUST513,Male,24,Electronics,4,25,100,9
516,2023-10-23,CUST516,Male,30,Beauty,4,25,100,10
522,2023-01-01,CUST522,Male,46,Beauty,3,500,1500,1
524,2023-10-03,CUST524,Male,46,Beauty,4,300,1200,10
526,2023-12-10,CUST526,Male,33,Clothing,2,50,100,12
527,2023-04-11,CUST527,Male,57,Clothing,2,25,50,4
531,2023-12-07,CUST531,Male,31,Electronics,1,500,500,12
533,2023-11-16,CUST533,Male,19,Electronics,3,500,1500,11
534,2023-06-10,CUST534,Male,45,Clothing,2,500,1000,6
535,2023-12-06,CUST535,Male,47,Beauty,3,30,90,12
538,2023-09-17,CUST538,Male,18,Clothing,3,50,150,9
539,2023-06-08,CUST539,Male,25,Beauty,1,500,500,6
541,2023-07-29,CUST541,Male,56,Beauty,1,500,500,7
543,2023-07-26,CUST543,Male,49,Beauty,2,300,600,7
545,2023-06-01,CUST545,Male,27,Clothing,2,25,50,6
547,2023-03-07,CUST547,Male,63,Clothing,4,500,2000,3
550,2023-12-07,CUST550,Male,40,Clothing,3,300,900,12
551,2023-07-14,CUST551,Male,45,Electronics,3,300,900,7
553,2023-03-31,CUST553,Male,24,Clothing,4,300,1200,3
555,2023-10-19,CUST555,Male,25,Beauty,1,300,300,10
562,2023-04-18,CUST562,Male,54,Electronics,2,25,50,4
563,2023-08-09,CUST563,Male,20,Clothing,2,30,60,8
564,2023-10-24,CUST564,Male,50,Electronics,2,50,100,10
569,2023-08-15,CUST569,Male,52,Electronics,4,50,200,8
570,2023-08-15,CUST570,Male,49,Clothing,1,500,500,8
572,2023-04-20,CUST572,Male,31,Clothing,4,500,2000,4
573,2023-09-19,CUST573,Male,49,Beauty,2,30,60,9
575,2023-03-28,CUST575,Male,60,Clothing,2,50,100,3
577,2023-02-13,CUST577,Male,21,Beauty,4,500,2000,2
582,2023-11-14,CUST582,Male,35,Clothing,3,300,900,11
586,2023-12-11,CUST586,Male,50,Electronics,1,50,50,12
588,2023-04-26,CUST588,Male,38,Electronics,2,30,60,4
590,2023-03-17,CUST590,Male,36,Clothing,3,300,900,3
591,2023-01-13,CUST591,Male,53,Electronics,4,25,100,1
593,2023-05-06,CUST593,Male,35,Electronics,2,30,60,5
597,2023-08-22,CUST597,Male,22,Beauty,4,300,1200,8
598,2023-08-01,CUST598,Male,37,Beauty,4,30,120,8
601,2023-04-10,CUST601,Male,19,Clothing,1,30,30,4
605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000,7
606,2023-05-05,CUST606,Male,22,Electronics,1,50,50,5
607,2023-03-17,CUST607,Male,54,Clothing,3,25,75,3
611,2023-02-24,CUST611,Male,51,Beauty,3,500,1500,2
616,2023-09-23,CUST616,Male,41,Clothing,2,50,100,9
617,2023-08-26,CUST617,Male,34,Electronics,1,30,30,8
619,2023-10-13,CUST619,Male,47,Electronics,4,25,100,10
620,2023-05-08,CUST620,Male,63,Electronics,3,25,75,5
623,2023-03-10,CUST623,Male,34,Clothing,3,50,150,3
625,2023-12-08,CUST625,Male,31,Clothing,1,300,300,12
627,2023-10-14,CUST627,Male,57,Clothing,1,50,50,10
629,2023-06-12,CUST629,Male,62,Electronics,2,25,50,6
630,2023-08-15,CUST630,Male,42,Clothing,2,50,100,8
631,2023-11-10,CUST631,Male,56,Electronics,3,30,90,11
633,2023-08-07,CUST633,Male,39,Beauty,4,30,120,8
634,2023-10-08,CUST634,Male,60,Electronics,4,500,2000,10
637,2023-09-01,CUST637,Male,43,Clothing,2,300,600,9
638,2023-08-19,CUST638,Male,46,Electronics,1,500,500,8
644,2023-09-06,CUST644,Male,23,Beauty,3,25,75,9
646,2023-05-03,CUST646,Male,38,Clothing,3,30,90,5
647,2023-05-21,CUST647,Male,59,Clothing,3,500,1500,5
648,2023-08-14,CUST648,Male,53,Beauty,4,300,1200,8
650,2024-01-01,CUST650,Male,55,Electronics,1,30,30,1
651,2023-05-27,CUST651,Male,51,Clothing,3,50,150,5
653,2023-05-20,CUST653,Male,54,Clothing,3,25,75,5
654,2023-06-21,CUST654,Male,42,Clothing,3,25,75,6
656,2023-10-04,CUST656,Male,29,Beauty,3,30,90,10
657,2023-02-11,CUST657,Male,40,Clothing,1,25,25,2
658,2023-03-12,CUST658,Male,59,Clothing,1,25,25,3
662,2023-12-22,CUST662,Male,48,Beauty,2,500,1000,12
663,2023-03-20,CUST663,Male,23,Clothing,4,300,1200,3
665,2023-04-20,CUST665,Male,57,Clothing,1,50,50,4
666,2023-02-02,CUST666,Male,51,Electronics,3,50,150,2
669,2023-06-19,CUST669,Male,24,Beauty,4,300,1200,6
670,2023-10-05,CUST670,Male,27,Beauty,1,30,30,10
671,2023-08-27,CUST671,Male,62,Electronics,3,50,150,8
676,2023-07-19,CUST676,Male,63,Electronics,3,500,1500,7
682,2023-09-02,CUST682,Male,46,Beauty,4,300,1200,9
683,2023-01-04,CUST683,Male,38,Beauty,2,500,1000,1
685,2023-06-02,CUST685,Male,57,Electronics,2,25,50,6
688,2023-10-03,CUST688,Male,56,Clothing,4,25,100,10
689,2023-10-07,CUST689,Male,57,Electronics,2,50,100,10
693,2023-04-23,CUST693,Male,41,Beauty,3,500,1500,4
697,2023-01-15,CUST697,Male,53,Clothing,1,500,500,1
700,2023-12-09,CUST700,Male,36,Electronics,4,500,2000,12
703,2023-03-26,CUST703,Male,34,Electronics,2,50,100,3
705,2023-03-07,CUST705,Male,60,Electronics,2,25,50,3
706,2023-11-15,CUST706,Male,51,Electronics,4,25,100,11
711,2023-10-16,CUST711,Male,26,Electronics,3,500,1500,10
713,2023-01-14,CUST713,Male,34,Beauty,3,25,75,1
717,2023-03-11,CUST717,Male,57,Clothing,1,500,500,3
722,2023-07-14,CUST722,Male,20,Beauty,3,300,900,7
724,2023-04-19,CUST724,Male,61,Clothing,3,50,150,4
725,2023-08-21,CUST725,Male,61,Electronics,1,300,300,8
726,2023-06-17,CUST726,Male,47,Clothing,4,300,1200,6
727,2023-06-22,CUST727,Male,55,Beauty,3,300,900,6
728,2023-07-14,CUST728,Male,51,Electronics,3,50,150,7
729,2023-05-23,CUST729,Male,29,Clothing,4,300,1200,5
731,2023-05-10,CUST731,Male,54,Clothing,4,500,2000,5
732,2023-02-11,CUST732,Male,61,Electronics,2,500,1000,2
733,2023-08-29,CUST733,Male,34,Beauty,1,30,30,8
736,2023-01-27,CUST736,Male,29,Clothing,4,25,100,1
738,2023-04-25,CUST738,Male,41,Clothing,2,50,100,4
739,2023-11-29,CUST739,Male,36,Beauty,1,25,25,11
741,2023-11-30,CUST741,Male,48,Clothing,1,300,300,11
744,2023-05-07,CUST744,Male,40,Electronics,1,25,25,5
745,2023-04-13,CUST745,Male,54,Beauty,2,50,100,4
747,2023-11-15,CUST747,Male,23,Beauty,1,30,30,11
748,2023-03-20,CUST748,Male,25,Clothing,3,50,150,3
749,2023-05-03,CUST749,Male,42,Beauty,1,30,30,5
752,2023-12-09,CUST752,Male,29,Clothing,2,50,100,12
758,2023-05-12,CUST758,Male,64,Clothing,4,25,100,5
759,2023-07-08,CUST759,Male,49,Electronics,2,50,100,7
760,2023-03-27,CUST760,Male,27,Beauty,1,500,500,3
763,2023-02-28,CUST763,Male,34,Clothing,2,25,50,2
765,2023-06-09,CUST765,Male,43,Clothing,4,50,200,6
766,2023-02-25,CUST766,Male,38,Electronics,3,300,900,2
767,2023-10-24,CUST767,Male,39,Beauty,3,25,75,10
770,2023-10-22,CUST770,Male,32,Clothing,1,50,50,10
771,2023-12-13,CUST771,Male,24,Electronics,2,25,50,12
772,2023-07-12,CUST772,Male,26,Electronics,1,30,30,7
773,2023-07-23,CUST773,Male,25,Electronics,4,500,2000,7
776,2023-10-31,CUST776,Male,35,Clothing,3,30,90,10
777,2023-12-20,CUST777,Male,48,Electronics,3,50,150,12
780,2023-02-22,CUST780,Male,52,Electronics,2,25,50,2
781,2023-12-23,CUST781,Male,35,Beauty,1,500,500,12
782,2023-06-04,CUST782,Male,59,Clothing,3,300,900,6
786,2023-10-17,CUST786,Male,48,Clothing,4,25,100,10
787,2023-01-22,CUST787,Male,41,Electronics,1,25,25,1
790,2023-08-08,CUST790,Male,62,Clothing,1,25,25,8
793,2023-02-05,CUST793,Male,54,Beauty,1,30,30,2
795,2023-11-28,CUST795,Male,57,Electronics,1,300,300,11
796,2023-06-24,CUST796,Male,43,Beauty,4,30,120,6
797,2023-01-07,CUST797,Male,40,Clothing,3,25,75,1
798,2023-08-04,CUST798,Male,61,Clothing,1,50,50,8
799,2023-09-08,CUST799,Male,56,Electronics,2,50,100,9
800,2023-02-24,CUST800,Male,32,Clothing,4,300,1200,2
801,2023-08-10,CUST801,Male,21,Clothing,4,50,200,8
803,2023-11-22,CUST803,Male,39,Clothing,4,25,100,11
804,2023-08-24,CUST804,Male,42,Electronics,1,30,30,8
808,2023-04-01,CUST808,Male,33,Beauty,4,500,2000,4
810,2023-11-30,CUST810,Male,59,Electronics,4,25,100,11
811,2023-05-19,CUST811,Male,61,Beauty,2,25,50,5
812,2023-11-12,CUST812,Male,19,Electronics,3,25,75,11
813,2023-10-03,CUST813,Male,52,Electronics,3,50,150,10
816,2023-08-12,CUST816,Male,47,Beauty,2,500,1000,8
817,2023-10-31,CUST817,Male,30,Beauty,4,50,200,10
818,2023-05-18,CUST818,Male,30,Electronics,1,500,500,5
820,2023-05-06,CUST820,Male,49,Electronics,4,50,200,5
821,2023-02-14,CUST821,Male,49,Electronics,1,300,300,2
824,2023-05-05,CUST824,Male,63,Clothing,4,30,120,5
827,2023-11-09,CUST827,Male,61,Beauty,3,300,900,11
829,2023-07-14,CUST829,Male,61,Beauty,3,30,90,7
831,2023-01-15,CUST831,Male,27,Electronics,4,25,100,1
832,2023-09-11,CUST832,Male,47,Beauty,4,500,2000,9
833,2023-06-16,CUST833,Male,42,Beauty,4,50,200,6
835,2023-09-07,CUST835,Male,37,Clothing,4,50,200,9
837,2023-07-01,CUST837,Male,18,Beauty,3,30,90,7
838,2023-05-13,CUST838,Male,47,Electronics,2,300,600,5
840,2023-05-24,CUST840,Male,62,Clothing,2,25,50,5
841,2023-11-02,CUST841,Male,31,Electronics,4,25,100,11
843,2023-05-22,CUST843,Male,21,Beauty,3,500,1500,5
844,2023-10-12,CUST844,Male,35,Clothing,3,50,150,10
845,2023-01-06,CUST845,Male,54,Clothing,1,500,500,1
846,2023-09-22,CUST846,Male,42,Beauty,1,50,50,9
849,2023-05-04,CUST849,Male,32,Clothing,2,25,50,5
851,2023-09-08,CUST851,Male,32,Electronics,2,25,50,9
853,2023-05-04,CUST853,Male,21,Beauty,2,500,1000,5
854,2023-12-20,CUST854,Male,29,Clothing,1,50,50,12
855,2023-09-01,CUST855,Male,54,Beauty,1,25,25,9
856,2023-11-27,CUST856,Male,54,Electronics,4,30,120,11
857,2023-12-31,CUST857,Male,60,Electronics,2,25,50,12
858,2023-09-09,CUST858,Male,23,Electronics,2,50,100,9
860,2023-01-09,CUST860,Male,63,Clothing,4,50,200,1
862,2023-05-31,CUST862,Male,28,Electronics,4,300,1200,5
866,2023-05-05,CUST866,Male,24,Electronics,1,50,50,5
867,2023-06-06,CUST867,Male,21,Electronics,1,500,500,6
869,2023-10-25,CUST869,Male,37,Beauty,3,500,1500,10
871,2023-08-31,CUST871,Male,62,Beauty,2,30,60,8
874,2023-06-26,CUST874,Male,60,Beauty,1,30,30,6
876,2023-10-09,CUST876,Male,43,Clothing,4,30,120,10
879,2023-12-26,CUST879,Male,23,Clothing,1,30,30,12
