Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month
237,2023-02-04,CUST237,Female,50,Beauty,2,500,1000,2
238,2023-01-17,CUST238,Female,39,Beauty,1,500,500,1
240,2023-02-06,CUST240,Female,23,Beauty,1,300,300,2
241,2023-09-21,CUST241,Female,23,Electronics,3,25,75,9
243,2023-05-23,CUST243,Female,47,Electronics,3,300,900,5
246,2023-04-20,CUST246,Female,48,Electronics,2,25,50,4
251,2023-08-31,CUST251,Female,57,Beauty,4,50,200,8
253,2023-08-31,CUST253,Female,53,Clothing,4,500,2000,8
258,2023-12-04,CUST258,Female,37,Clothing,1,50,50,12
259,2023-08-09,CUST259,Female,45,Clothing,4,50,200,8
262,2023-07-30,CUST262,Female,32,Beauty,4,30,120,7
266,2023-12-01,CUST266,Female,19,Electronics,2,30,60,12
267,2023-11-27,CUST267,Female,32,Beauty,3,30,90,11
268,2023-02-20,CUST268,Female,28,Electronics,1,30,30,2
271,2023-06-23,CUST271,Female,62,Beauty,4,30,120,6
272,2023-02-25,CUST272,Female,61,Electronics,2,50,100,2
273,2023-05-08,CUST273,Female,22,Beauty,1,50,50,5
274,2023-04-09,CUST274,Female,23,Clothing,2,500,1000,4
276,2023-10-02,CUST276,Female,21,Beauty,4,25,100,10
278,2023-03-13,CUST278,Female,37,Clothing,4,25,100,3
280,2023-04-04,CUST280,Female,37,Clothing,3,500,1500,4
281,2023-05-23,CUST281,Female,29,Beauty,4,500,2000,5
282,2023-08-25,CUST282,Female,64,Electronics,4,50,200,8
283,2023-05-08,CUST283,Female,18,Electronics,1,500,500,5
285,2023-08-15,CUST285,Female,31,Electronics,1,25,25,8
290,2023-10-04,CUST290,Female,30,Beauty,2,300,600,10
294,2023-03-27,CUST294,Female,23,Clothing,3,30,90,3
295,2023-07-28,CUST295,Female,27,Beauty,3,300,900,7
296,2023-09-06,CUST296,Female,22,Clothing,4,300,1200,9
297,2023-09-04,CUST297,Female,40,Electronics,2,500,1000,9
300,2023-01-31,CUST300,Female,19,Electronics,4,50,200,1
304,2023-07-19,CUST304,Female,37,Electronics,2,30,60,7
305,2023-05-16,CUST305,Female,18,Beauty,1,30,30,5
307,2023-05-27,CUST307,Female,26,Electronics,2,25,50,5
308,2023-08-05,CUST308,Female,34,Beauty,4,300,1200,8
309,2023-12-23,CUST309,Female,26,Beauty,1,25,25,12
310,2023-10-12,CUST310,Female,28,Beauty,1,25,25,10
311,2023-12-05,CUST311,Female,32,Beauty,4,25,100,12
313,2023-03-21,CUST313,Female,55,Beauty,3,500,1500,3
316,2023-04-22,CUST316,Female,48,Clothing,2,25,50,4
320,2023-02-01,CUST320,Female,28,Electronics,4,300,1200,2
321,2023-06-10,CUST321,Female,26,Electronics,2,25,50,6
323,2023-01-26,CUST323,Female,29,Beauty,3,300,900,1
324,2023-10-27,CUST324,Female,52,Electronics,3,50,150,10
325,2023-09-02,CUST325,Female,52,Electronics,2,25,50,9
326,2023-09-15,CUST326,Female,18,Clothing,3,25,75,9
329,2023-01-30,CUST329,Female,46,Electronics,4,25,100,1
330,2023-09-18,CUST330,Female,25,Beauty,4,50,200,9
333,2023-02-05,CUST333,Female,54,Electronics,4,300,1200,2
335,2023-02-04,CUST335,Female,47,Beauty,4,30,120,2
336,2023-12-12,CUST336,Female,52,Beauty,3,50,150,12
339,2023-03-03,CUST339,Female,22,Electronics,2,25,50,3
340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200,10
342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000,10
344,2023-01-21,CUST344,Female,42,Beauty,1,30,30,1
348,2023-12-03,CUST348,Female,35,Electronics,2,300,600,12
349,2023-10-26,CUST349,Female,57,Beauty,1,50,50,10
351,2023-09-25,CUST351,Female,56,Clothing,3,30,90,9
354,2023-04-15,CUST354,Female,49,Beauty,4,50,200,4
355,2023-12-09,CUST355,Female,55,Electronics,1,500,500,12
357,2023-05-03,CUST357,Female,40,Electronics,3,25,75,5
358,2023-05-16,CUST358,Female,32,Beauty,1,300,300,5
361,2023-12-10,CUST361,Female,34,Electronics,4,300,1200,12
364,2023-08-23,CUST364,Female,19,Beauty,1,500,500,8
367,2023-01-05,CUST367,Female,57,Electronics,1,50,50,1
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200,8
371,2023-02-21,CUST371,Female,20,Beauty,1,25,25,2
372,2023-02-07,CUST372,Female,24,Beauty,3,500,1500,2
373,2023-10-03,CUST373,Female,25,Beauty,2,300,600,10
374,2023-04-20,CUST374,Female,59,Beauty,3,25,75,4
376,2023-05-16,CUST376,Female,64,Beauty,1,30,30,5
377,2023-03-09,CUST377,Female,46,Clothing,4,50,200,3
379,2023-02-05,CUST379,Female,47,Clothing,1,25,25,2
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100,7
382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000,5
383,2023-03-22,CUST383,Female,46,Beauty,3,30,90,3
386,2023-12-27,CUST386,Female,54,Electronics,2,300,600,12
393,2023-10-11,CUST393,Female,22,Beauty,2,500,1000,10
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500,6
396,2023-02-23,CUST396,Female,55,Beauty,1,30,30,2
397,2023-03-10,CUST397,Female,30,Beauty,1,25,25,3
398,2023-05-16,CUST398,Female,48,Clothing,2,300,600,5
399,2023-03-01,CUST399,Female,64,Beauty,2,30,60,3
401,2023-10-11,CUST401,Female,62,Clothing,1,300,300,10
402,2023-03-21,CUST402,Female,41,Clothing,2,300,600,3
405,2023-11-06,CUST405,Female,25,Clothing,4,300,1200,11
406,2023-04-18,CUST406,Female,22,Beauty,4,25,100,4
407,2023-06-25,CUST407,Female,46,Electronics,3,300,900,6
408,2023-04-15,CUST408,Female,64,Beauty,1,500,500,4
409,2023-12-18,CUST409,Female,21,Electronics,3,300,900,12
410,2023-11-21,CUST410,Female,29,Clothing,2,50,100,11
412,2023-09-16,CUST412,Female,19,Electronics,4,500,2000,9
413,2023-09-08,CUST413,Female,44,Beauty,3,25,75,9
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000,8
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90,5
420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000,1
421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500,1
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90,6
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25,3
425,2023-05-15,CUST425,Female,55,Electronics,4,30,120,5
428,2023-10-10,CUST428,Female,40,Electronics,4,50,200,10
430,2023-08-07,CUST430,Female,43,Electronics,3,300,900,8
432,2023-01-05,CUST432,Female,60,Electronics,2,500,1000,1
434,2023-02-08,CUST434,Female,43,Electronics,2,25,50,2
435,2023-12-20,CUST435,Female,30,Beauty,3,300,900,12
436,2023-03-18,CUST436,Female,57,Clothing,4,30,120,3
437,2023-10-07,CUST437,Female,35,Electronics,4,300,1200,10
438,2023-01-19,CUST438,Female,42,Clothing,1,30,30,1
442,2023-03-17,CUST442,Female,60,Clothing,4,25,100,3
444,2023-03-07,CUST444,Female,61,Clothing,3,30,90,3
445,2023-01-22,CUST445,Female,53,Electronics,1,300,300,1
448,2023-01-21,CUST448,Female,54,Beauty,2,30,60,1
450,2023-04-18,CUST450,Female,59,Beauty,2,25,50,4
451,2023-12-16,CUST451,Female,45,Electronics,1,30,30,12
452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500,5
453,2023-12-08,CUST453,Female,26,Clothing,2,500,1000,12
454,2023-02-22,CUST454,Female,46,Beauty,1,25,25,2
457,2023-07-28,CUST457,Female,58,Beauty,3,300,900,7
458,2023-11-14,CUST458,Female,39,Electronics,4,25,100,11
461,2023-03-25,CUST461,Female,18,Beauty,2,500,1000,3
463,2023-07-31,CUST463,Female,54,Beauty,3,500,1500,7
465,2023-04-02,CUST465,Female,43,Electronics,3,50,150,4
467,2023-07-30,CUST467,Female,53,Electronics,3,50,150,7
470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000,5
472,2023-12-26,CUST472,Female,38,Beauty,3,300,900,12
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500,7
476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000,8
478,2023-04-13,CUST478,Female,58,Clothing,2,30,60,4
480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000,6
481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200,6
482,2023-04-27,CUST482,Female,28,Clothing,4,300,1200,4
484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200,1
486,2023-04-09,CUST486,Female,35,Electronics,1,25,25,4
488,2023-06-18,CUST488,Female,51,Electronics,3,300,900,6
491,2023-05-23,CUST491,Female,60,Electronics,3,300,900,5
494,2023-09-18,CUST494,Female,42,Beauty,4,50,200,9
498,2023-06-19,CUST498,Female,50,Clothing,4,25,100,6
500,2023-03-01,CUST500,Female,60,Beauty,4,25,100,3
504,2023-05-16,CUST504,Female,38,Beauty,3,50,150,5
507,2023-11-02,CUST507,Female,37,Electronics,3,500,1500,11
509,2023-06-26,CUST509,Female,37,Electronics,3,300,900,6
510,2023-06-10,CUST510,Female,39,Beauty,4,50,200,6
512,2023-11-07,CUST512,Female,57,Beauty,1,25,25,11
514,2023-03-01,CUST514,Female,18,Electronics,1,300,300,3
515,2023-07-17,CUST515,Female,49,Clothing,3,300,900,7
517,2023-04-08,CUST517,Female,47,Clothing,4,25,100,4
518,2023-05-11,CUST518,Female,40,Clothing,1,30,30,5
519,2023-01-23,CUST519,Female,36,Electronics,4,30,120,1
520,2023-12-29,CUST520,Female,49,Electronics,4,25,100,12
521,2023-08-12,CUST521,Female,47,Clothing,4,30,120,8
523,2023-09-24,CUST523,Female,62,Electronics,1,300,300,9
525,2023-12-18,CUST525,Female,47,Beauty,2,25,50,12
528,2023-07-06,CUST528,Female,36,Clothing,2,30,60,7
529,2023-08-09,CUST529,Female,35,Clothing,3,50,150,8
530,2023-02-05,CUST530,Female,18,Electronics,4,30,120,2
532,2023-06-19,CUST532,Female,64,Clothing,4,30,120,6
536,2023-03-05,CUST536,Female,55,Beauty,4,30,120,3
537,2023-06-03,CUST537,Female,21,Beauty,1,500,500,6
540,2023-12-08,CUST540,Female,46,Electronics,3,300,900,12
542,2023-06-17,CUST542,Female,20,Beauty,1,50,50,6
544,2023-12-23,CUST544,Female,27,Electronics,1,25,25,12
546,2023-10-11,CUST546,Female,36,Electronics,4,50,200,10
548,2023-04-09,CUST548,Female,51,Clothing,2,30,60,4
549,2023-08-04,CUST549,Female,50,Beauty,2,50,100,8
552,2023-12-13,CUST552,Female,49,Electronics,3,25,75,12
554,2023-11-12,CUST554,Female,46,Beauty,3,50,150,11
556,2023-06-04,CUST556,Female,18,Electronics,1,50,50,6
557,2023-07-27,CUST557,Female,20,Beauty,3,30,90,7
558,2023-10-08,CUST558,Female,41,Clothing,1,25,25,10
559,2023-01-01,CUST559,Female,40,Clothing,4,300,1200,1
560,2023-06-05,CUST560,Female,25,Electronics,1,50,50,6
561,2023-05-27,CUST561,Female,64,Clothing,4,500,2000,5
565,2023-11-07,CUST565,Female,45,Beauty,2,30,60,11
566,2023-12-02,CUST566,Female,64,Clothing,1,30,30,12
567,2023-06-14,CUST567,Female,25,Clothing,3,300,900,6
568,2023-08-27,CUST568,Female,51,Electronics,1,300,300,8
571,2023-12-12,CUST571,Female,41,Electronics,1,50,50,12
574,2023-08-31,CUST574,Female,63,Electronics,2,25,50,8
576,2023-12-04,CUST576,Female,33,Beauty,3,50,150,12
578,2023-05-26,CUST578,Female,54,Clothing,4,30,120,5
579,2023-09-21,CUST579,Female,38,Electronics,1,30,30,9
580,2023-12-06,CUST580,Female,31,Clothing,3,500,1500,12
581,2023-11-21,CUST581,Female,48,Beauty,2,30,60,11
583,2023-06-21,CUST583,Female,24,Electronics,4,25,100,6
584,2023-02-17,CUST584,Female,27,Beauty,4,50,200,2
585,2023-05-01,CUST585,Female,24,Clothing,1,25,25,5
587,2023-06-08,CUST587,Female,40,Beauty,4,300,1200,6
589,2023-04-12,CUST589,Female,36,Beauty,2,500,1000,4
592,2023-01-24,CUST592,Female,46,Beauty,4,500,2000,1
594,2023-09-01,CUST594,Female,19,Electronics,2,300,600,9
595,2023-11-09,CUST595,Female,18,Clothing,4,500,2000,11
596,2023-02-07,CUST596,Female,64,Electronics,1,300,300,2
599,2023-11-19,CUST599,Female,28,Beauty,2,50,100,11
600,2023-10-22,CUST600,Female,59,Beauty,2,500,1000,10
602,2023-12-23,CUST602,Female,20,Electronics,1,300,300,12
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90,7
604,2023-09-11,CUST604,Female,29,Electronics,4,50,200,9
608,2023-12-02,CUST608,Female,55,Electronics,3,500,1500,12
609,2023-12-19,CUST609,Female,47,Clothing,2,50,100,12
610,2023-01-03,CUST610,Female,26,Beauty,2,300,600,1
612,2023-08-06,CUST612,Female,61,Electronics,1,500,500,8
613,2023-04-23,CUST613,Female,52,Clothing,3,30,90,4
614,2023-04-01,CUST614,Female,39,Beauty,4,300,1200,4
615,2023-12-23,CUST615,Female,61,Clothing,4,25,100,12
618,2023-01-26,CUST618,Female,27,Beauty,1,50,50,1
621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000,3
622,2023-08-22,CUST622,Female,49,Beauty,3,25,75,8
624,2023-08-26,CUST624,Female,34,Beauty,3,300,900,8
626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000,9
628,2023-11-01,CUST628,Female,19,Beauty,4,50,200,11
632,2023-09-16,CUST632,Female,26,Electronics,4,25,100,9
635,2023-08-17,CUST635,Female,63,Electronics,3,300,900,8
636,2023-03-23,CUST636,Female,21,Beauty,3,500,1500,3
639,2023-05-13,CUST639,Female,62,Beauty,4,50,200,5
640,2023-05-07,CUST640,Female,51,Electronics,4,30,120,5
641,2023-11-23,CUST641,Female,40,Electronics,1,300,300,11
642,2023-05-22,CUST642,Female,54,Clothing,4,25,100,5
643,2023-09-24,CUST643,Female,28,Electronics,3,30,90,9
645,2023-11-17,CUST645,Female,35,Electronics,4,30,120,11
649,2023-02-09,CUST649,Female,58,Clothing,2,300,600,2
652,2023-05-01,CUST652,Female,34,Beauty,2,50,100,5
655,2023-06-13,CUST655,Female,55,Clothing,1,500,500,6
659,2023-03-19,CUST659,Female,39,Electronics,1,30,30,3
660,2023-04-29,CUST660,Female,38,Beauty,2,500,1000,4
661,2023-07-16,CUST661,Female,44,Clothing,4,25,100,7
664,2023-12-28,CUST664,Female,44,Clothing,4,500,2000,12
667,2023-08-01,CUST667,Female,29,Electronics,1,500,500,8
668,2023-07-28,CUST668,Female,62,Electronics,3,50,150,7
672,2023-08-01,CUST672,Female,34,Beauty,2,50,100,8
673,2023-02-01,CUST673,Female,43,Clothing,3,500,1500,2
674,2023-04-16,CUST674,Female,38,Clothing,1,300,300,4
675,2023-08-04,CUST675,Female,45,Clothing,2,30,60,8
677,2023-10-27,CUST677,Female,19,Beauty,3,500,1500,10
678,2023-12-23,CUST678,Female,60,Electronics,3,300,900,12
679,2023-01-11,CUST679,Female,18,Beauty,3,30,90,1
680,2023-10-22,CUST680,Female,53,Clothing,3,300,900,10
681,2023-07-14,CUST681,Female,43,Electronics,2,30,60,7
684,2023-06-30,CUST684,Female,28,Clothing,2,500,1000,6
686,2023-07-19,CUST686,Female,28,Electronics,4,50,200,7
687,2023-08-03,CUST687,Female,53,Electronics,1,300,300,8
690,2023-11-05,CUST690,Female,52,Clothing,3,300,900,11
691,2023-04-23,CUST691,Female,51,Clothing,3,30,90,4
692,2023-09-07,CUST692,Female,64,Clothing,2,50,100,9
694,2023-05-20,CUST694,Female,39,Electronics,2,25,50,5
695,2023-08-12,CUST695,Female,22,Electronics,3,50,150,8
696,2023-09-06,CUST696,Female,50,Clothing,4,50,200,9
698,2023-07-19,CUST698,Female,64,Electronics,1,300,300,7
699,2023-06-22,CUST699,Female,37,Clothing,4,30,120,6
701,2023-12-14,CUST701,Female,52,Beauty,2,30,60,12
702,2023-07-27,CUST702,Female,60,Clothing,2,300,600,7
704,2023-08-28,CUST704,Female,62,Clothing,3,30,90,8
707,2023-10-01,CUST707,Female,26,Clothing,1,500,500,10
708,2023-01-14,CUST708,Female,43,Beauty,3,300,900,1
709,2023-07-21,CUST709,Female,19,Electronics,2,500,1000,7
710,2023-10-31,CUST710,Female,26,Electronics,3,500,1500,10
712,2023-12-06,CUST712,Female,57,Beauty,2,25,50,12
714,2023-02-12,CUST714,Female,18,Clothing,1,500,500,2
715,2023-11-26,CUST715,Female,42,Beauty,4,25,100,11
716,2023-08-08,CUST716,Female,60,Clothing,4,300,1200,8
718,2023-08-25,CUST718,Female,59,Beauty,3,25,75,8
719,2023-04-04,CUST719,Female,42,Clothing,2,30,60,4
720,2023-01-26,CUST720,Female,56,Beauty,3,500,1500,1
721,2023-05-14,CUST721,Female,52,Clothing,1,500,500,5
723,2023-06-17,CUST723,Female,54,Beauty,4,50,200,6
730,2023-08-04,CUST730,Female,36,Clothing,2,25,50,8
734,2023-01-10,CUST734,Female,27,Clothing,1,30,30,1
735,2023-10-04,CUST735,Female,64,Clothing,4,500,2000,10
737,2023-06-29,CUST737,Female,33,Clothing,1,50,50,6
740,2023-02-05,CUST740,Female,25,Beauty,4,50,200,2
742,2023-01-21,CUST742,Female,38,Electronics,4,500,2000,1
743,2023-01-16,CUST743,Female,34,Beauty,4,500,2000,1
746,2023-01-11,CUST746,Female,33,Clothing,3,30,90,1
750,2023-03-06,CUST750,Female,35,Clothing,3,25,75,3
751,2023-08-31,CUST751,Female,42,Clothing,2,25,50,8
753,2023-02-28,CUST753,Female,32,Clothing,1,30,30,2
754,2023-10-16,CUST754,Female,43,Electronics,4,25,100,10
755,2023-04-22,CUST755,Female,58,Clothing,3,25,75,4
756,2023-08-27,CUST756,Female,62,Electronics,4,300,1200,8
757,2023-12-25,CUST757,Female,43,Electronics,4,300,1200,12
761,2023-11-07,CUST761,Female,33,Clothing,1,500,500,11
762,2023-11-07,CUST762,Female,24,Electronics,2,25,50,11
764,2023-03-25,CUST764,Female,40,Clothing,1,25,25,3
768,2023-01-14,CUST768,Female,24,Beauty,3,25,75,1
769,2023-06-09,CUST769,Female,31,Electronics,4,30,120,6
774,2023-04-12,CUST774,Female,40,Clothing,2,25,50,4
775,2023-02-08,CUST775,Female,46,Electronics,4,25,100,2
778,2023-11-18,CUST778,Female,47,Beauty,4,25,100,11
779,2023-05-05,CUST779,Female,56,Electronics,2,500,1000,5
783,2023-12-17,CUST783,Female,56,Clothing,1,300,300,12
784,2023-11-04,CUST784,Female,34,Electronics,1,500,500,11
785,2023-03-03,CUST785,Female,31,Beauty,4,50,200,3
788,2023-06-27,CUST788,Female,52,Beauty,3,300,900,6
789,2023-09-30,CUST789,Female,61,Clothing,4,500,2000,9
791,2023-12-05,CUST791,Female,51,Beauty,1,25,25,12
792,2023-07-09,CUST792,Female,20,Beauty,1,50,50,7
794,2023-09-17,CUST794,Female,60,Beauty,1,300,300,9
802,2023-07-05,CUST802,Female,46,Beauty,1,30,30,7
805,2023-12-29,CUST805,Female,30,Beauty,3,500,1500,12
806,2023-03-20,CUST806,Female,35,Beauty,3,300,900,3
807,2023-08-11,CUST807,Female,50,Electronics,4,50,200,8
809,2023-09-25,CUST809,Female,62,Beauty,2,50,100,9
814,2023-09-05,CUST814,Female,59,Clothing,1,500,500,9
815,2023-08-27,CUST815,Female,51,Clothing,3,25,75,8
819,2023-06-15,CUST819,Female,35,Beauty,2,50,100,6
822,2023-05-23,CUST822,Female,52,Beauty,3,50,150,5
823,2023-08-19,CUST823,Female,56,Electronics,2,50,100,8
825,2023-08-26,CUST825,Female,46,Beauty,1,25,25,8
826,2023-10-19,CUST826,Female,46,Clothing,1,300,300,10
828,2023-12-09,CUST828,Female,33,Electronics,4,300,1200,12
830,2023-06-22,CUST830,Female,64,Clothing,3,50,150,6
834,2023-04-04,CUST834,Female,56,Beauty,2,30,60,4
836,2023-04-19,CUST836,Female,22,Clothing,1,50,50,4
839,2023-06-24,CUST839,Female,20,Electronics,4,300,1200,6
